id,type,text1,text2,text3,notes
diableavionics_versant_harvestC_LEFT,WEAPON,An energized projectile accelerator with limited output per shot but a decent fire-rate and superb projectile speed. Special dampeners housed in the base of the weapon allows it to keep rounds on target even during continuous firing at extreme accelerations.,Assault,,
,,,,,
,,,,,
diableavionics_versant_harvest_RIGHT,WEAPON,An energized projectile accelerator with limited output per shot but a decent fire-rate and superb projectile speed. Special dampeners housed in the base of the weapon allows it to keep rounds on target even during continuous firing at extreme accelerations.,Assault,,
diableavionics_versant_harvestB_RIGHT,WEAPON,An energized projectile accelerator with limited output per shot but a decent fire-rate and superb projectile speed. Special dampeners housed in the base of the weapon allows it to keep rounds on target even during continuous firing at extreme accelerations.,Assault,,
diableavionics_versant_harvestC_RIGHT,WEAPON,An energized projectile accelerator with limited output per shot but a decent fire-rate and superb projectile speed. Special dampeners housed in the base of the weapon allows it to keep rounds on target even during continuous firing at extreme accelerations.,Assault,,
,,,,,
,,,,,
,,,,,
# VIRTUOUS,,,,,
,,,,,
,,,,,
diableavionics_virtuous_headA,WEAPON,"An oscillating meson emitter with a respectable damage potential, but often falls short due to its limited number of capacitors and lack of a clear-cut doctrinal niche.",Point Defense,,
diableavionics_virtuous_headB,WEAPON,"A private offshoot of the classic Ion Cannon modified into a quick burst firing weapon to capitalize on short opening rather than be used as a constant disabler. More efficient against larger targets given the wide spray pattern.",Support,,
diableavionics_virtuous_headC,WEAPON,"The Grave Light Auto-Cannon brings forth a strong anti-shield tool into a very small package. A multi-barrel brute-force approach gives it a strong alpha strike potential, although the long reload time can be a huge liability if it fails to crack the enemy's defenses.",Assault,,
diableavionics_virtuous_headD,WEAPON,"A straightforward missile armed with a directed blast fragmentation warhead, solely intended for high-speed munition interception. A moderate store of ready-to-fire missiles allows for the nullification of multiple threats in short successions.",Point Defense,,
,,,,,
diableavionics_virtuous_scicle_L,WEAPON,"The Scicle Blaster is an enlarged energized projectile accelerator with an impressive fire-rate and damage output at the cost of a tremendous flux requirement. The weapon has the reputation of being quite dangerous to use, not because there would be any risk of malfunction but because it is very easy to loose track of one's flux level when firing it, and a pilot can find themselves at the mercy of a riposte without any capacitor margin for their shield.",Assault,,
diableavionics_virtuous_scicle_R,WEAPON,"The Scicle Blaster is an enlarged energized projectile accelerator with an impressive fire-rate and damage output at the cost of a tremendous flux requirement. The weapon has the reputation of being quite dangerous to use, not because there would be any risk of malfunction but because it is very easy to loose track of one's flux level when firing it, and a pilot can find themselves at the mercy of a riposte without any capacitor margin for their shield",Assault,,
diableavionics_virtuous_snowblast_L,WEAPON,"A twin barrel predecessor of the Grave assault cannon before its miniaturization. While its instant output is impressive and will give pause to any ship trying to get into its cone of fire, the sustained firepower of the Snowblast is only average, its range is limited, and its armor penetration is anemic at best.",Shield Breaker,,
diableavionics_virtuous_snowblast_R,WEAPON,"A twin barrel predecessor of the Grave assault cannon before its miniaturization. While its instant output is impressive and will give pause to any ship trying to get into its cone of fire, the sustained firepower of the Snowblast is only average, its range is limited, and its armor penetration is anemic at best.",Shield Breaker,,
diableavionics_virtuous_grave_L,WEAPON,"A twin barrel predecessor of the Grave assault cannon before its miniaturization. While its instant output is impressive and will give pause to any ship trying to get into its cone of fire, the sustained firepower of the Snowblast is only average, its range is limited, and its armor penetration is anemic at best.",Shield Breaker,,
diableavionics_virtuous_grave_R,WEAPON,"A twin barrel predecessor of the Grave assault cannon before its miniaturization. While its instant output is impressive and will give pause to any ship trying to get into its cone of fire, the sustained firepower of the Snowblast is only average, its range is limited, and its armor penetration is anemic at best.",Shield Breaker,,
diableavionics_virtuous_excision_L,WEAPON,"A long range precision gun directly affixed to the hull rather than mounted in a gimballed weapon emplacement. Sports a ridiculous range and projectile speed, but the recoil is so massive, its accuracy drops significantly after every shot.",Long Range Strike,,
diableavionics_virtuous_excision_R,WEAPON,"A long range precision gun directly affixed to the hull rather than mounted in a gimballed weapon emplacement. Sports a ridiculous range and projectile speed, but the recoil is so massive, its accuracy drops significantly after every shot.",Long Range Strike,,
diableavionics_virtuous_glaux_L,WEAPON,"The Glaux Mk.2 does everything the regular Glaux is known and loved (or hated, depending on which end you are facing) for, but better. It has more range and a higher beam output and even a slightly improved energy conversion efficiency thanks to the larger cooling systems.",General,,
diableavionics_virtuous_glaux_R,WEAPON,"The Glaux Mk.2 does everything the regular Glaux is known and loved (or hated, depending on which end you are facing) for, but better. It has more range and a higher beam output and even a slightly improved energy conversion efficiency thanks to the larger cooling systems.",General,,
diableavionics_virtuous_grasshopper_L,WEAPON,"The Grasshopper grenade launcher has been designed to overwhelm most point defense through sheer volume of fire. The projectiles also have a decent area of effect that can be used to clear out strike crafts, of neutralize the threat of missile carriers.",Anti-Armor,,
diableavionics_virtuous_grasshopper_R,WEAPON,"The Grasshopper grenade launcher has been designed to overwhelm most point defense through sheer volume of fire. The projectiles also have a decent area of effect that can be used to clear out strike crafts, of neutralize the threat of missile carriers.",Anti-Armor,,
diableavionics_virtuous_beast_L,WEAPON,"The Beast cannon array is derived from the well known Mostro, using the same barrels and ammunition. This three-barrelled linked fire configuration allows for more powerfull strikes at the cost of its sustained firepower.",Anti-Armor,,
diableavionics_virtuous_beast_R,WEAPON,"The Beast cannon array is derived from the well known Mostro, using the same barrels and ammunition. This three-barrelled linked fire configuration allows for more powerfull strikes at the cost of its sustained firepower.",Anti-Armor,,
diableavionics_virtuous_roar_L,WEAPON,"The aptly named Roar gatling cannon can unleash a flurry of high velocity kinetic amunition that will overwelm most shields in short order. Another notable feature of this weapon is its quite favorable flux efficiency.",Anti-Shield,,
diableavionics_virtuous_roar_R,WEAPON,"The aptly named Roar gatling cannon can unleash a flurry of high velocity kinetic amunition that will overwelm most shields in short order. Another notable feature of this weapon is its quite favorable flux efficiency.",Anti-Shield,,


,,,,,
,,,,,
# DEPRECATED,,,,,
,,,,,
,,,,,
diableavionics_heavythermalpulse,WEAPON,"A much more flux intensive version of the venerable TPC, the large amounts of energy pumped into the weapon system increases firepower at the cost of range. 

A variation of the iconic Thermal Pulse Cannon, engineers have markedly increased output by simply shunting more energy into the capacitors, this has a notable impact on the efficiency of the design but one often cited as worthwhile.

The substantial heat generated with each firing cycle can potentially cause many components to burn out through repeated use, therefore a governor is installed to reduce said occurrences while integrated heat sinks dampen the effects on the ship's systems.",Assault,,
,,,,,
diableavionics_lightTPC,WEAPON,This scaled down version of the venerable Thermal Pulse Cannon is often used on small ships and fighters. Losing most of the bite of its huge cousin but is still a fairly efficient piece of weaponry for its size.,Assault,,
,,,,,
diableavionics_versant_head,WEAPON,"Twin-linked head-mounted Tactical Lasers that have been augmented into the ultraviolet range, limiting the turret's arc and range but sharply raising the damage output.",Point Defense,,
,,,,,
,,,,,
,,,,,
,,,,,
####################,,,,,
##                ##,,,,,
##    SYSTEMS     ##,,,,,
##                ##,,,,,
####################,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
diableavionics_damperwave,SHIP_SYSTEM,"A modified Damper Field that instead of a static aura protecting the hull generates a wave that pulls the entire ship in its wake allowing for seemingly impossible dodges in addition to its temporary protection. Holds many charges that slowly regenerate.",Drones ,Generates a protective wave reducing incoming damage and propelling the ship in the desired direction.,
,,,,,
diableavionics_drift,SHIP_SYSTEM,A failed capital class flicker core that only allows quick re-orient rather than full ship displacement.,Movement,"Rapidly reorients the ship in the desired bearing with a nudge in the velocity direction. Drains a small amount of flux, especially when the shields are down.",
diableavionics_nudge,SHIP_SYSTEM,A miniaturized failed capital class flicker core that only allows quick re-orient rather than full ship displacement.,Movement,"Rapidly reorients the ship in the desired bearing with a nudge in the velocity direction. Drains a small amount of flux, especially when the shields are down.",
,,,,,
diableavionics_vortex,SHIP_SYSTEM,Deploys up to four PD drones while optimizing the flux grid to best synergize with their assigned task.,Drones ,Deploys up to four drones and boosts various systems on the ship depending on their assigned behavior.,
,,,,,
diableavionics_heavyflicker,SHIP_SYSTEM,"A system to briefly skim across the Phase space band interface, providing a short-ranged jump forward at the cost of producing hard flux.",Movement,Allows instant relocation toward the current velocity vector. A heavy Core allows for three charges.,
,,,,,
diableavionics_flicker,SHIP_SYSTEM,"A system to briefly skim across the Phase space band interface, providing a short-ranged jump forward at the cost of producing hard flux.",Movement,Allows instant relocation toward the current velocity vector. A light core has a brief cooldown and up to four charges.,
,,,,,
diableavionics_transit,SHIP_SYSTEM,"An extremely complex contraption of hinges and moving part allow this versatile frame to concentrate all available thrust to the rear for maximum speed and acceleration, and changes back to a more maneuverable form when close to the enemy.",Movement,"An extremely complex contraption of hinges and moving part allow this versatile frame to concentrate all available thrust to the rear for maximum speed and acceleration, and changes back to a more maneuverable form when close to the enemy.",
,,,,,
diableavionics_transit2,SHIP_SYSTEM,"An extremely complex contraption of hinges and moving part allow this versatile frame to concentrate all available thrust to the rear for maximum speed and acceleration, and changes back to a more maneuverable form when close to the enemy.",Movement,"An extremely complex contraption of hinges and moving part allow this versatile frame to concentrate all available thrust to the rear for maximum speed and acceleration, and changes back to a more maneuverable form when close to the enemy.",
,,,,,
diableavionics_fluxredirection,SHIP_SYSTEM,"Assigns all available flux dissipation capacity to the weapons systems, allowing for a brief surge in damage output and fire rate.",Offensive,"Assigns all available flux dissipation capacity to the weapons systems, allowing for a brief surge in damage output and fire rate.",
,,,,,
diableavionics_quantumimpulse,SHIP_SYSTEM,The Q-ECM3 Priere system is a large scale quantum jammer that interferes with all hostile missiles denying any form of tracking within a limited area.,Special,"Interferes with all hostile missiles, denying them any form of tracking within 2000su of the emitting ship.",
,,,,,
diableavionics_evasion,SHIP_SYSTEM,Evades incoming ordnance by executing a brief maneuver out of the way.,Movement,Evades incoming ordnance by executing a brief maneuver out of the way.,
,,,,,
diableavionics_slash,SHIP_SYSTEM,The most economical way to dispatch an enemy is often to stick a tungsten blade through its reactor's containment system.,Offensive," ""While you were partying, I studied the blade"" ",
,,,,,
diableavionics_dakka,SHIP_SYSTEM,"When standard 10 shots clips no longer cut it, you just have to feed your trusty Grom MG a 100 cartridges belt.",Offensive," ""Time to let old painless out of the bag."" ",
,,,,,
diableavionics_kata,SHIP_SYSTEM,"When standard 10 shots clips no longer cut it, you just have to feed your trusty Grom MG a 100 cartridges belt.",Offensive," ""I do not kill with my gun; He who kills with his gun has forgotten the face of his father. I kill with my heart."" ",
,,,,,
diableavionics_booster,SHIP_SYSTEM,Detatches the large booster engine used to quickly traverse the battlefield and unlock the weapons systems. Can be used as an improvised ordinance for a bombing run.,Movement,Drop the booster engine and unlocks the weapons.,
,,,,,
diableavionics_fastRefit,SHIP_SYSTEM,Halve the refit time of carried fighter wings but doubles the Fighter replacement rate gauge consumption.,Special,Halve the refit time of carried fighter wings but doubles the Fighter replacement rate gauge consumption.,
,,,,,
diableavionics_assumeControl,SHIP_SYSTEM,"Temporarily gives remote control of the resident wing to an Ace safely piloting from the carrier, increasing its performance and durability significantly.",Fighter,"Temporarily gives remote control of the resident wing to an Ace safely piloting from the carrier, increasing its performance and durability significantly.",
,,,,,
diableavionics_shield,SHIP_SYSTEM,"Redirects all power from the weapon systems to shields, greatly increasing the efficiency at which damage is absorbed. This process generates hard flux at a steady rate even if the shields are not taking any fire. This is a licensed version that has been artificially limited.",Defensive,"Reduces the damage taken by shields to a minimum for a short duration, but generates hard flux while active.",
,,,,,
diableavionics_berserk,SHIP_SYSTEM,"Briefly allows every systems to operate way beyond their stardard limit, dramatically increasing firerate and weapon rotations.",Offensive,Dramatically increases the weapons rotation speed and fire-rate for a few seconds.,
,,,,,
diableavionics_warlust_drone,SHIP_SYSTEM,Deploys two small drone companions to help with PD operations.,Drones ,Deploys two Point Defense drones.,
,,,,,
diableavionics_splitter,SHIP_SYSTEM,"And Dah' said: I shall cut thy army in half, and in half again. Only then your courage will be tested.",Offensive,"And Dah' said: I shall cut thy army in half, and in half again. Only then your spirit will be tested.",
,,,,,
diableavionics_capacitors,SHIP_SYSTEM,Connects the shield systems to a secondary array of Plasma Capacitors able to store great quantities of flux for a short amount of time. Effectively increases the damage absorption of the shield tenfold.,Defensive,Increases the shield efficiency tenfold for a very short while.,
,,,,,
diableavionics_draftrepairs,SHIP_SYSTEM,"Circulate an electro-ceramic liquid within a mesh of conduits embedded withing the armor layer along with an electric current. At every armor breach the liquid spills out and start to cure under the electric charge, effectively restoring some hull integrity. Interrupting the process leads to an obstruction of the conduits without any meaningful strengthening of the structure, preventing any future improvement. Due to the electrification, weapons have to be temporarily disabled, although additional power can be fed to the engines in the meantime.",Defensive,"Restore up to half the lost hull integrity since the last use, disable the weapons but increases the ship's acceleration.",
,,,,,
diableavionics_unlockedFlicker,SHIP_SYSTEM,"A considerably improved phase skimmer, providing short-ranged jumps forward in rapid successions at the cost of producing hard flux.",Teleporter,Allows instant short-range relocation toward the current velocity vector. Holds many charges that replenish at a rapid pace.,
diableavionics_citadel,SHIP_SYSTEM,"Give full priority to the shield system and weapon targeting computers to canibalize power and computing cycles from other systems, dramaticaly improving their performance at the expense of all mobility and flux dissipation. Gives a short speed boost upon deactivation, dependent on how long the system was kept active.",Defense,Increases weapons range and shield strength at the cost of all mobility and flux dissipation. Deactivation gives a speed boost.,
diableavionics_temporalshell,SHIP_SYSTEM,A Temporal Shell system licenced before the collapse offering slightly higher time dilation rates for shorter periods.,Special,Speeds up the flow of time on board the ship for a very short while. Holds two charges and generates a small amount of hard flux when used.,
diableavionics_circus,SHIP_SYSTEM,Launches a large salvo of Micro-Missiles to either facilitate the approach of or cover a retreat from an enemy ship.,Special,Launches numerous Micro-Missiles for offensive or defensive purposes.,
,,,,,
#DEPRECATED,,,,,
,,,,,
diableavionics_draftarmor,SHIP_SYSTEM,Armor of high durability protects the front of the ship from all known attacks.,Drones,Extra durable armor protects the front from all known attacks.,
,,,,,
diableavionics_forcedburn,SHIP_SYSTEM,"Forcibly activates the engine assembly with stabilizing agents to allow a slow charge of the burn drive but with limitless duration, as long as the flux capacitors hold.",Movement,"Forcibly activates the engine assembly with stabilizing agents to allow a slow charge of the burn drive but with limitless duration, as long as the flux capacitors hold.",
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
diableavionics,FACTION,"A fairly recent addition to the Sector, direct contact is heavily discouraged. Their purpose seems to be reclaiming the Sector in the name of the old Dominion. Their backers have yet to be seen, but rumors all generally point to a well trained, militarized organization.",,,
,,,,,
diableavionics_station_eclipse,CUSTOM,"An imposing station well equipped to deal with enemies and repossessing ships alike. This incredibly massive structure is the central hub of all military operations of the Diable Avionics Corporation in the Sector and houses one of their two autofactories. Its construction began before the Great Collapse but was not finished until long after. Most of the components were already delivered when the gates shut down but some of the missing parts were critically important. Even after cannibalizing the other planned stations for their components, the station was unable to be brought fully online. It took two fortunes and an age to build up the required resources and blueprints of modules that could be adapted to their station design. While efficiency is somewhat reduced, it still is a force to be reckoned with.",,,
diableavionics_station_shadow,CUSTOM,"A forward listening post placed to the edge of the central cluster of systems. This is the most recent station assembled by the Diable Avionics Corporation. While most of the components were delivered to Sivie before the Collapse, it only has been operational for a couple of decades. Many of its of systems are not working at full capacity compared to the original design specifications because when it was waiting silently in storage many of its components were used as spare parts for the massive Eclipse Station. From the impenetrable citadel able to project massive fleets in the Sector as originally planned, Shadow Station has been reduced to a listening post and refitting dry-dock.",,,
diableavionics_station_ressource,CUSTOM,"A heavily fortified exploitation station built to resist any asteroid impact and to repel any invasion. Orbiting the edge of the asteroid belt for optimal access to its resources. While not a military station per se, the fact that this is the only Diable Avionics station built before the Great Collapse makes it slightly more efficient than the Hyperspace Outposts assembled since.",,,
diableavionics_prison,CUSTOM,"A seemingly Eden-like planet turned into a hellish place. The Diable Avionics polity transformed what could have been one of the most thriving planets in the Sector into a prison, and relocated all of their captured slaves there to exploit its abundant resources. Given the intensity of the extraction of resources, it only took a few decades before being transformed into a wasteland at the cost of tens of thousands of lives.

How such a planet was not registered into the general database of the habitable worlds is unknown, but could give some credence to Diable Avionics' claim of ownership over the Sector: If they have the best planets reserved for their usage and removed from other Domain sanctioned databases, that could indicate that they were indeed receiving preferential treatment.

But the corollary of this observation might be even more critical: Is this the only system fully in their control or are there more undocumented planets out there they are currently exploiting?",,,
,,,,,
diableavionics_station_tier1,SHIP,"A Diable Avionic-designed orbital station featuring a heavy fighter complement and a plethora of weapon emplacements. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial power throughout the local orbital volume.",,,
,,,,,
diableavionics_station_tier2,SHIP,"A large Diable Avionic-designed battlestation augmented with heavy weapons modules in addition to additional fighter decks and missile emplacements. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial power throughout the local orbital volume.",,,
,,,,,
diableavionics_station_tier3,SHIP,"An enormous Diable Avionic star fortress, bristling with missile launchers and undisclosed proprietary systems. It can host shipyards, habitats, factories, and large stockpiles of weapons and supplies. These platforms project military and industrial power throughout their local orbital volume.",,,
